person_age,person_home_ownership,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
22,1.0,3.0,2400,11.48,0,0.07,0,4
26,3.0,0.0,15000,13.22,0,0.5,0,2
25,1.0,3.0,2400,12.53,0,0.07,0,3
23,2.0,7.0,12000,8.94,0,0.4,0,4
21,1.0,1.0,2400,14.26,0,0.06,1,3
23,1.0,3.0,2400,8.9,0,0.06,0,3
25,1.0,9.0,2400,5.42,0,0.06,0,3
24,2.0,0.0,6000,13.22,0,0.2,0,3
25,2.0,2.0,11500,8.59,0,0.38,0,4
22,1.0,1.0,2400,12.73,0,0.06,1,2
23,2.0,5.0,1000,7.4,0,0.03,0,2
21,1.0,5.0,2400,10.83,1,0.07,0,4
24,1.0,2.0,2400,12.68,0,0.06,0,2
22,1.0,0.0,2400,12.22,0,0.06,1,2
24,2.0,0.0,6000,13.57,0,0.2,0,2
26,2.0,0.0,3500,8.0,0,0.12,0,4
22,2.0,4.0,5000,11.89,1,0.17,0,4
26,2.0,0.0,4000,13.16,0,0.13,1,4
25,2.0,9.0,8000,9.32,0,0.27,0,4
21,2.0,0.0,4750,9.63,1,0.16,0,2
22,1.0,5.0,2400,10.99,0,0.06,0,4
22,1.0,6.0,2400,10.65,1,0.06,0,3
25,1.0,5.0,2400,7.66,0,0.05,0,4
23,1.0,3.0,2400,14.09,0,0.05,1,4
24,2.0,2.0,1000,8.0,0,0.03,0,2
22,1.0,3.0,2400,12.18,0,0.05,0,4
26,1.0,0.0,2400,9.91,0,0.05,0,4
23,1.0,7.0,2400,13.75,0,0.05,1,4
22,2.0,6.0,6600,14.42,0,0.22,1,4
23,1.0,1.0,2400,8.49,0,0.05,0,4
23,1.0,0.0,2400,10.59,0,0.05,0,3
24,1.0,0.0,2400,12.99,0,0.05,1,4
23,1.0,2.0,2400,11.83,0,0.05,0,2
25,1.0,0.0,2400,7.88,0,0.05,0,4
22,2.0,6.0,6950,9.32,0,0.23,0,4
24,1.0,5.0,2400,8.0,0,0.04,0,3
26,1.0,7.0,2400,9.32,0,0.04,0,3
23,1.0,2.0,2400,8.9,0,0.04,0,3
22,1.0,3.0,2400,15.23,0,0.04,0,3
25,1.0,6.0,2400,11.49,0,0.04,0,3
24,1.0,3.0,2400,13.49,1,0.04,1,4
26,1.0,2.0,2400,14.09,1,0.04,0,2
21,2.0,4.0,14000,9.38,0,0.47,0,4
25,1.0,3.0,2400,7.14,0,0.04,0,4
23,1.0,3.0,2400,7.9,0,0.04,0,4
22,1.0,2.0,2400,7.4,0,0.04,0,2
26,1.0,4.0,2400,12.99,0,0.04,1,2
24,2.0,4.0,5000,10.71,0,0.17,0,2
24,1.0,4.0,2400,5.99,0,0.03,0,3
25,1.0,5.0,2400,14.79,1,0.03,1,4
23,1.0,0.0,2425,8.49,0,0.07,0,4
22,1.0,0.0,2450,7.9,0,0.1,0,2
21,1.0,4.0,2500,8.88,1,0.23,0,2
24,1.0,2.0,2500,13.11,1,0.2,1,2
23,1.0,2.0,13600,11.11,0,0.14,0,2
24,1.0,8.0,13500,13.43,1,0.44,0,4
21,1.0,5.0,13500,9.91,1,0.36,0,3
22,1.0,6.0,13500,10.95,1,0.31,0,3
23,1.0,3.0,13500,7.88,0,0.3,0,3
26,3.0,3.0,9200,10.99,0,0.3,0,2
25,2.0,9.0,15000,10.2,0,0.5,0,2
23,1.0,6.0,13500,12.23,0,0.26,1,2
23,2.0,5.0,5800,7.29,0,0.19,0,2
22,2.0,2.0,6000,12.73,0,0.2,0,2
22,3.0,0.0,5000,19.47,1,0.17,1,3
24,2.0,0.0,5000,7.74,0,0.17,0,2
25,1.0,10.0,13500,6.99,0,0.25,0,3
24,1.0,0.0,13500,6.92,0,0.24,0,2
24,1.0,6.0,13500,13.99,0,0.23,0,2
25,1.0,9.0,13500,7.49,0,0.23,0,2
22,1.0,6.0,13500,10.62,0,0.2,0,4
24,1.0,3.0,13500,12.21,0,0.2,0,2
26,1.0,5.0,13500,12.69,0,0.19,0,3
26,1.0,10.0,13500,12.87,0,0.17,1,2
25,2.0,5.0,10000,6.03,0,0.33,0,4
26,1.0,0.0,13500,7.14,0,0.14,0,3
26,1.0,0.0,13500,5.99,0,0.07,0,3
23,1.0,6.0,13475,10.65,1,0.39,0,3
23,2.0,4.0,6000,14.54,1,0.2,1,2
23,1.0,1.0,13475,14.26,1,0.46,1,4
23,1.0,4.0,13450,12.61,1,0.46,0,3
26,1.0,3.0,13400,9.99,1,0.35,0,2
25,2.0,3.0,2000,11.12,0,0.07,0,2
22,1.0,0.0,13350,14.59,1,0.27,0,2
24,1.0,2.0,13300,7.66,1,0.4,0,4
24,1.0,7.0,13300,16.0,1,0.33,1,4
23,1.0,5.0,13275,17.58,0,0.25,1,2
25,1.0,3.0,13250,10.37,1,0.55,0,2
23,2.0,8.0,4200,10.99,0,0.14,0,4
22,1.0,4.0,13250,16.4,1,0.44,1,3
26,1.0,6.0,13250,13.49,1,0.35,1,3
23,1.0,1.0,13250,10.99,1,0.35,0,4
26,1.0,3.0,13250,11.71,1,0.33,0,2
26,1.0,5.0,13225,13.49,1,0.38,1,3
22,1.0,6.0,13225,16.77,1,0.33,1,2
23,3.0,2.0,5000,11.86,0,0.16,0,2
22,1.0,5.0,13200,11.71,1,0.42,0,4
25,1.0,2.0,13200,12.53,0,0.28,0,4
24,1.0,1.0,13200,6.62,0,0.22,0,4
22,1.0,0.0,13200,8.49,0,0.22,0,3
26,2.0,9.0,15000,7.9,1,0.48,0,4
26,1.0,0.0,13200,14.91,1,0.24,1,2
21,2.0,5.0,6000,7.51,0,0.19,0,4
24,1.0,3.0,13200,7.29,0,0.18,0,3
23,1.0,3.0,13200,6.17,0,0.18,0,4
25,1.0,4.0,13200,12.23,0,0.17,0,4
21,2.0,5.0,7500,5.42,0,0.24,0,4
26,1.0,6.0,13200,16.77,0,0.16,0,4
24,1.0,1.0,13100,7.49,0,0.18,0,2
24,2.0,8.0,5000,5.42,0,0.16,0,2
25,2.0,7.0,6000,7.66,0,0.19,0,2
21,1.0,2.0,13000,15.7,1,0.54,1,3
24,2.0,8.0,8000,5.42,0,0.26,0,4
21,1.0,5.0,13000,12.87,1,0.54,0,2
24,2.0,8.0,9000,14.84,1,0.29,1,4
25,2.0,4.0,10000,10.38,0,0.32,0,4
26,1.0,10.0,13000,16.29,1,0.46,1,3
25,1.0,10.0,13000,7.9,1,0.46,0,3
26,1.0,0.0,13000,14.46,1,0.45,0,2
25,2.0,2.0,12250,11.36,1,0.4,0,3
22,1.0,2.0,13000,13.11,1,0.43,1,3
21,1.0,0.0,13000,13.11,1,0.42,1,2
26,1.0,4.0,13000,13.57,1,0.38,0,4
26,1.0,2.0,13000,9.63,1,0.38,0,2
25,1.0,5.0,13000,13.22,1,0.37,0,2
24,1.0,8.0,13000,17.27,1,0.36,0,4
22,2.0,1.0,5000,13.79,0,0.16,0,4
24,1.0,7.0,13000,7.29,1,0.36,0,3
26,2.0,5.0,4000,10.33,0,0.13,0,2
22,2.0,0.0,3000,12.54,0,0.1,0,3
23,1.0,4.0,13000,13.57,1,0.43,1,2
22,1.0,6.0,13000,11.14,1,0.36,0,4
24,1.0,3.0,13000,10.25,1,0.35,0,4
23,2.0,7.0,4500,6.62,0,0.14,0,2
23,1.0,5.0,13000,11.71,1,0.34,0,3
25,1.0,0.0,13000,10.74,1,0.34,0,3
26,2.0,6.0,9250,7.9,0,0.3,0,2
22,1.0,5.0,13000,11.83,1,0.33,0,4
25,1.0,9.0,13000,10.99,1,0.33,0,3
24,1.0,5.0,13000,14.26,1,0.33,0,3
25,2.0,9.0,2400,17.58,1,0.08,1,4
21,1.0,3.0,13000,13.57,1,0.32,1,2
22,2.0,3.0,3200,10.99,0,0.1,0,2
26,1.0,6.0,13000,5.99,1,0.36,0,4
21,1.0,5.0,13000,15.31,1,0.31,0,3
22,1.0,6.0,13000,12.87,0,0.3,1,4
22,1.0,0.0,13000,16.0,1,0.35,0,2
23,1.0,1.0,13000,13.47,0,0.3,0,2
23,1.0,8.0,13000,8.9,0,0.29,0,4
23,2.0,7.0,7550,9.99,0,0.24,0,4
24,1.0,8.0,13000,10.99,0,0.28,0,3
25,2.0,3.0,11200,5.42,0,0.36,0,2
25,2.0,9.0,6000,5.79,0,0.19,0,4
22,1.0,1.0,13000,9.99,0,0.27,0,2
26,1.0,0.0,13000,11.26,0,0.27,0,3
23,1.0,0.0,13000,6.17,0,0.27,0,4
23,1.0,7.0,13000,16.29,1,0.3,0,3
22,1.0,0.0,2500,12.68,0,0.12,0,3
26,2.0,4.0,8400,7.51,0,0.27,0,3
25,1.0,4.0,2500,5.99,0,0.12,0,3
22,1.0,0.0,2500,11.89,0,0.11,0,2
21,1.0,4.0,2500,7.14,0,0.11,0,4
22,2.0,2.0,1050,7.51,1,0.03,0,4
23,1.0,0.0,2500,7.51,0,0.11,0,2
24,1.0,0.0,2500,9.76,0,0.11,0,2
21,1.0,2.0,2500,16.29,1,0.11,0,4
26,1.0,5.0,2500,6.76,1,0.11,0,4
23,1.0,0.0,2500,11.71,0,0.1,0,2
21,2.0,2.0,1000,14.59,0,0.03,0,2
24,1.0,1.0,2500,10.74,0,0.1,0,3
24,3.0,8.0,10000,12.18,0,0.32,0,2
22,2.0,6.0,3500,7.74,0,0.11,0,2
22,1.0,0.0,2500,7.51,0,0.1,0,2
24,2.0,2.0,6700,14.26,0,0.21,1,2
25,1.0,8.0,2500,12.98,0,0.1,0,4
22,1.0,0.0,2500,10.99,1,0.1,0,3
23,1.0,0.0,2500,6.91,0,0.1,0,2
24,1.0,5.0,2500,13.48,0,0.1,1,4
22,1.0,0.0,2500,11.14,0,0.1,0,3
21,1.0,1.0,2500,5.42,0,0.09,0,4
26,1.0,0.0,2500,13.61,0,0.09,0,4
25,1.0,7.0,2500,16.69,0,0.09,0,2
26,1.0,4.0,2500,13.49,0,0.09,0,4
22,2.0,2.0,14000,8.9,0,0.44,0,3
21,1.0,2.0,2500,16.77,1,0.09,1,2
24,1.0,3.0,2500,11.36,0,0.09,0,4
24,1.0,4.0,2500,10.99,0,0.09,0,3
25,1.0,2.0,2500,12.84,1,0.09,0,3
23,1.0,7.0,2500,9.88,0,0.08,0,2
22,2.0,3.0,4500,9.88,0,0.14,0,2
24,1.0,1.0,2500,14.54,1,0.08,1,3
26,1.0,4.0,2500,10.37,0,0.08,0,3
23,3.0,6.0,2500,6.92,0,0.08,0,4
21,1.0,1.0,2500,7.4,0,0.08,0,3
25,1.0,6.0,2500,10.59,0,0.08,0,2
23,1.0,2.0,2500,11.66,0,0.07,1,2
23,1.0,2.0,2500,15.68,1,0.07,1,4
21,1.0,0.0,2500,12.87,0,0.07,1,2
21,2.0,5.0,6000,8.9,0,0.19,0,3
23,1.0,7.0,2500,6.39,0,0.07,0,2
26,1.0,2.0,2500,8.9,0,0.07,0,3
23,1.0,0.0,2500,7.51,0,0.07,0,2
22,1.0,2.0,2500,8.49,1,0.08,0,2
21,1.0,3.0,2500,7.14,1,0.08,0,4
22,1.0,0.0,2500,13.16,1,0.08,1,4
26,1.0,2.0,2500,7.14,0,0.07,0,3
25,1.0,1.0,2500,16.45,1,0.08,1,2
25,1.0,9.0,2500,12.53,0,0.07,0,2
23,1.0,1.0,2500,7.74,0,0.06,0,3
23,2.0,7.0,10000,11.71,0,0.31,0,2
24,1.0,6.0,2500,15.27,0,0.06,0,3
25,1.0,3.0,2500,9.99,0,0.06,0,3
25,2.0,8.0,5600,7.9,0,0.17,0,3
22,1.0,2.0,2500,13.57,1,0.07,1,3
22,1.0,6.0,2500,15.62,1,0.07,0,2
24,1.0,2.0,2500,16.77,1,0.07,0,3
21,1.0,5.0,2500,9.99,0,0.06,0,2
22,2.0,0.0,1700,7.9,0,0.05,0,4
23,1.0,0.0,2500,11.49,0,0.06,0,2
23,1.0,4.0,2500,13.61,0,0.06,0,4
22,1.0,0.0,2500,13.92,0,0.06,1,3
25,1.0,4.0,2500,7.66,1,0.07,0,2
21,2.0,4.0,2500,11.71,1,0.08,0,3
26,1.0,3.0,2500,13.49,0,0.06,0,2
22,1.0,2.0,2500,17.49,1,0.07,0,3
25,1.0,5.0,2500,12.69,0,0.06,0,4
24,2.0,5.0,6000,5.42,0,0.19,0,4
23,2.0,4.0,2000,5.99,0,0.06,0,2
22,1.0,5.0,2500,14.35,0,0.06,1,2
26,1.0,10.0,2500,8.49,0,0.05,0,4
26,1.0,1.0,2500,14.72,0,0.05,1,3
26,1.0,9.0,2500,15.65,0,0.05,1,3
22,2.0,3.0,6000,8.49,0,0.19,0,2
24,1.0,4.0,2500,13.35,0,0.05,0,4
22,1.0,7.0,2500,14.27,0,0.05,1,2
26,2.0,4.0,4900,5.99,0,0.15,0,3
22,1.0,0.0,2500,18.64,1,0.05,0,2
26,1.0,6.0,2500,14.82,0,0.05,1,2
24,1.0,1.0,2500,13.98,1,0.05,1,3
25,1.0,4.0,2500,13.98,0,0.05,0,2
23,1.0,7.0,2500,16.32,0,0.05,1,2
25,2.0,3.0,15000,11.11,0,0.47,0,4
22,1.0,6.0,2500,14.35,0,0.05,1,4
26,1.0,8.0,2500,14.59,1,0.05,0,2
25,1.0,4.0,2500,7.88,0,0.05,0,2
24,1.0,8.0,2500,14.72,0,0.04,1,3
25,2.0,7.0,3250,10.74,1,0.1,0,2
23,1.0,7.0,2500,14.96,0,0.04,0,2
25,1.0,9.0,2500,8.63,0,0.04,0,3
23,1.0,3.0,2500,7.49,0,0.04,0,3
26,2.0,7.0,4800,12.61,0,0.15,1,3
25,2.0,3.0,6250,11.49,0,0.2,0,3
23,1.0,7.0,2500,14.72,0,0.04,0,2
26,1.0,3.0,2500,10.99,0,0.04,0,3
25,1.0,10.0,2500,10.08,0,0.04,0,2
24,1.0,3.0,2500,12.53,0,0.04,0,3
24,2.0,4.0,3000,10.75,0,0.09,0,4
22,1.0,6.0,2500,16.49,1,0.04,1,3
24,2.0,7.0,4500,6.76,0,0.14,0,2
24,1.0,4.0,2500,11.14,1,0.04,0,3
24,1.0,5.0,2500,12.61,0,0.04,0,4
24,1.0,8.0,2500,9.62,0,0.03,0,2
26,1.0,10.0,2500,13.92,0,0.03,0,3
26,1.0,1.0,2500,8.59,0,0.03,0,2
23,1.0,6.0,2500,10.74,0,0.03,0,3
24,2.0,6.0,12250,8.94,0,0.38,0,4
23,1.0,7.0,2500,7.37,0,0.02,0,3
26,1.0,2.0,2500,7.66,0,0.02,0,4
26,1.0,7.0,2500,13.61,0,0.01,1,2
23,1.0,0.0,2800,9.99,1,0.27,0,4
23,1.0,3.0,2800,15.21,1,0.22,1,2
25,1.0,0.0,2800,14.61,1,0.21,1,2
22,1.0,5.0,2800,6.54,1,0.19,0,3
22,2.0,0.0,6950,7.74,0,0.22,0,3
21,1.0,5.0,2800,8.0,1,0.19,0,3
26,1.0,1.0,2800,15.31,1,0.19,1,4
23,2.0,4.0,1200,7.68,0,0.04,0,4
21,1.0,0.0,2800,7.4,1,0.18,0,4
23,2.0,1.0,15000,11.58,0,0.47,0,4
25,1.0,0.0,2800,15.21,1,0.13,1,4
21,3.0,3.0,4500,16.0,0,0.14,0,4
24,1.0,3.0,2800,14.22,0,0.13,1,4
22,1.0,1.0,2800,21.74,1,0.12,0,4
23,1.0,2.0,2800,11.49,1,0.12,0,4
25,2.0,1.0,8000,13.16,0,0.25,0,2
21,2.0,5.0,4200,11.58,0,0.13,0,2
25,2.0,1.0,2500,7.68,1,0.08,0,3
23,1.0,1.0,2800,12.29,0,0.11,0,3
22,1.0,3.0,2800,7.51,1,0.1,0,3
22,3.0,1.0,1200,9.96,0,0.04,0,2
23,2.0,0.0,2500,12.8,1,0.08,1,3
23,1.0,5.0,2800,10.38,0,0.1,0,2
22,1.0,1.0,2800,7.43,0,0.1,0,4
22,1.0,3.0,2850,15.27,0,0.15,1,4
25,2.0,3.0,22750,6.17,0,0.71,0,4
24,1.0,3.0,2850,11.86,0,0.06,0,2
23,3.0,0.0,9250,17.19,0,0.29,0,4
22,1.0,5.0,2850,5.99,0,0.03,0,3
23,1.0,2.0,2875,15.23,0,0.1,1,3
25,1.0,1.0,2875,11.28,0,0.08,1,4
22,2.0,6.0,10000,7.51,0,0.31,0,2
26,1.0,0.0,2875,7.49,0,0.04,0,2
24,2.0,5.0,14000,12.73,0,0.44,0,4
21,1.0,0.0,2900,8.0,0,0.15,0,2
26,1.0,0.0,2900,9.91,0,0.09,0,2
25,1.0,0.0,2900,8.0,0,0.06,0,4
22,1.0,5.0,2925,10.71,0,0.11,0,4
22,2.0,6.0,10000,10.83,0,0.31,0,3
22,3.0,0.0,6600,9.07,0,0.21,0,3
22,1.0,0.0,2975,9.96,0,0.12,0,2
21,1.0,6.0,2975,7.9,0,0.06,0,2
22,2.0,4.0,15000,13.98,0,0.47,0,3
24,1.0,8.0,3000,7.9,1,0.3,0,3
23,2.0,3.0,1000,10.95,0,0.03,0,2
21,1.0,5.0,3000,8.9,1,0.25,0,4
21,1.0,0.0,3000,7.88,1,0.25,0,3
21,3.0,0.0,8000,8.0,0,0.25,0,3
23,1.0,4.0,3000,7.74,1,0.21,0,3
21,1.0,2.0,3000,13.43,1,0.21,1,3
22,2.0,6.0,1000,15.27,1,0.03,1,2
21,1.0,2.0,3000,9.63,1,0.21,0,2
23,2.0,0.0,6000,10.71,0,0.19,0,4
22,1.0,3.0,3000,9.91,1,0.2,0,3
22,1.0,2.0,3000,7.51,1,0.2,0,4
22,2.0,6.0,4200,10.99,0,0.13,0,4
25,2.0,9.0,10000,13.99,0,0.31,1,3
25,2.0,2.0,4800,7.29,0,0.15,0,4
22,2.0,6.0,3625,6.92,0,0.11,0,3
21,2.0,2.0,10000,5.42,0,0.31,0,2
22,1.0,0.0,3000,13.92,1,0.18,1,4
25,1.0,0.0,3000,11.83,1,0.17,0,4
23,1.0,5.0,3000,10.37,1,0.17,0,4
21,1.0,1.0,3000,6.0,1,0.17,0,3
23,1.0,1.0,3000,11.71,1,0.17,0,4
21,1.0,0.0,3000,7.9,1,0.17,0,2
21,2.0,5.0,5000,16.0,1,0.15,0,2
24,1.0,5.0,3000,15.27,1,0.17,1,2
23,1.0,1.0,3000,15.99,1,0.17,1,2
22,1.0,0.0,3000,13.99,1,0.17,1,4
26,2.0,5.0,3250,6.99,0,0.1,0,4
22,1.0,3.0,3000,10.59,1,0.17,0,3
23,1.0,4.0,3000,13.06,1,0.17,0,2
22,1.0,1.0,3000,11.86,1,0.17,0,2
25,2.0,3.0,12500,7.9,0,0.38,0,4
21,1.0,1.0,3000,9.7,1,0.17,0,2
22,2.0,6.0,2500,6.99,0,0.08,0,3
21,1.0,0.0,3000,10.99,1,0.16,0,4
22,2.0,5.0,14500,11.99,0,0.45,0,4
22,1.0,5.0,3000,13.06,1,0.16,0,2
23,1.0,3.0,3000,12.99,1,0.16,1,2
23,1.0,0.0,3000,9.99,1,0.16,0,3
24,2.0,6.0,6600,12.73,0,0.2,0,4
26,2.0,8.0,3000,13.22,0,0.09,0,4
26,2.0,0.0,3500,8.59,0,0.11,0,2
21,1.0,0.0,3000,10.99,1,0.16,0,2
22,1.0,2.0,3000,13.11,0,0.15,0,4
21,1.0,2.0,3000,10.37,0,0.15,0,3
23,1.0,0.0,3000,11.46,0,0.14,0,4
25,2.0,6.0,6000,10.59,0,0.18,0,2
26,1.0,3.0,3000,10.59,0,0.14,0,2
23,1.0,2.0,3000,12.68,0,0.14,1,2
22,1.0,2.0,3000,13.49,0,0.14,0,3
21,2.0,2.0,3000,9.99,0,0.09,0,2
22,3.0,6.0,16500,8.9,0,0.5,0,4
24,1.0,3.0,3000,10.33,0,0.14,0,2
22,1.0,3.0,3000,6.62,0,0.13,0,3
22,1.0,4.0,3000,5.79,0,0.13,0,2
24,1.0,0.0,3000,8.0,0,0.13,0,3
22,3.0,6.0,12000,9.91,0,0.36,0,2
24,1.0,2.0,3000,6.03,0,0.1,0,3
24,1.0,4.0,3000,19.29,1,0.1,1,2
24,1.0,2.0,3000,7.49,0,0.1,0,3
22,2.0,6.0,8875,10.65,0,0.27,0,4
23,1.0,2.0,3000,7.49,0,0.1,0,2
24,1.0,1.0,3000,10.37,0,0.1,0,2
23,1.0,0.0,3000,5.79,0,0.1,0,3
25,1.0,3.0,3000,12.98,0,0.1,0,3
23,1.0,3.0,3000,15.2,1,0.1,1,2
21,1.0,5.0,3000,9.62,0,0.1,0,4
25,1.0,3.0,3000,13.61,0,0.1,0,2
22,1.0,3.0,3000,11.12,0,0.1,0,3
21,1.0,4.0,3000,16.32,0,0.1,1,3
24,1.0,8.0,3000,11.86,0,0.1,0,4
24,1.0,1.0,3000,13.98,1,0.1,1,2
25,2.0,6.0,8000,6.62,0,0.24,0,4
21,2.0,5.0,2000,14.27,1,0.06,0,4
25,1.0,4.0,3000,12.21,1,0.1,0,4
21,1.0,2.0,3000,11.89,0,0.1,0,4
25,2.0,9.0,3000,11.99,0,0.09,0,2
24,1.0,5.0,3000,15.62,0,0.1,0,4
25,2.0,9.0,5000,8.49,0,0.15,0,3
26,1.0,0.0,3000,13.36,1,0.1,1,4
22,1.0,3.0,3000,11.86,0,0.1,0,4
23,1.0,2.0,3000,11.89,0,0.1,0,2
22,1.0,0.0,3000,7.68,0,0.1,0,4
23,2.0,3.0,8325,15.99,0,0.25,0,3
24,2.0,3.0,1250,19.29,0,0.04,0,4
23,2.0,4.0,8000,7.49,0,0.24,0,3
25,1.0,3.0,3000,8.94,0,0.09,0,3
24,1.0,4.0,3000,12.29,0,0.09,1,2
24,2.0,8.0,2050,13.49,1,0.06,0,2
25,1.0,0.0,3000,9.32,0,0.09,0,2
23,1.0,6.0,3000,10.0,0,0.09,0,2
22,1.0,5.0,3000,16.45,0,0.09,0,3
26,1.0,7.0,3000,10.75,0,0.09,0,2
26,1.0,7.0,3000,5.99,0,0.09,0,4
22,2.0,5.0,12375,7.29,0,0.38,0,2
25,1.0,3.0,3000,5.99,0,0.09,0,2
25,1.0,6.0,3000,10.95,0,0.09,0,4
26,1.0,4.0,3000,11.12,0,0.09,0,2
23,1.0,5.0,3000,10.0,0,0.09,0,4
22,1.0,3.0,3000,11.83,0,0.09,0,2
25,1.0,9.0,3000,6.62,1,0.1,0,2
23,1.0,4.0,3000,13.85,0,0.09,0,3
22,1.0,5.0,3000,10.01,0,0.09,0,2
22,1.0,0.0,3000,13.3,1,0.1,1,2
24,1.0,2.0,3000,10.74,0,0.09,0,2
22,1.0,0.0,3000,11.71,0,0.08,0,3
23,1.0,0.0,3000,7.29,0,0.08,0,3
26,1.0,3.0,3000,7.88,0,0.08,0,4
24,1.0,0.0,3000,13.92,0,0.08,1,3
23,2.0,2.0,3000,14.35,0,0.09,1,3
24,1.0,4.0,3000,9.33,0,0.08,0,2
25,1.0,2.0,3000,11.71,0,0.08,0,2
21,2.0,5.0,7800,9.88,0,0.24,0,2
21,1.0,0.0,3000,6.39,0,0.08,0,3
24,1.0,2.0,3000,13.06,0,0.08,0,4
21,1.0,5.0,3000,7.05,0,0.08,0,4
22,1.0,0.0,3000,10.28,0,0.08,0,3
22,2.0,4.0,12500,14.26,0,0.38,0,2
24,2.0,0.0,8125,8.59,0,0.25,0,4
25,2.0,4.0,4400,8.0,0,0.13,0,3
24,1.0,8.0,3000,17.56,0,0.08,1,2
25,1.0,2.0,3000,7.29,0,0.08,0,3
24,2.0,3.0,4000,13.04,0,0.12,0,4
26,1.0,2.0,3000,11.49,1,0.09,0,3
22,1.0,4.0,3000,14.35,0,0.08,1,3
26,2.0,10.0,7000,7.43,0,0.21,0,4
23,3.0,2.0,12200,10.99,0,0.37,0,4
23,1.0,2.0,3000,13.49,0,0.07,0,3
24,1.0,1.0,3000,10.74,0,0.07,0,3
21,2.0,6.0,6425,9.63,0,0.19,0,3
25,1.0,2.0,3000,10.25,0,0.07,0,2
24,1.0,1.0,3000,14.22,0,0.07,0,4
22,1.0,2.0,3000,20.3,1,0.08,0,2
23,1.0,1.0,3000,8.49,0,0.07,0,4
22,1.0,6.0,3000,11.11,1,0.08,0,2
23,1.0,7.0,3000,10.75,1,0.08,0,4
25,1.0,3.0,3000,13.8,0,0.07,1,3
22,1.0,4.0,3000,13.72,0,0.07,1,3
22,1.0,0.0,3000,5.42,0,0.07,0,3
24,1.0,1.0,3000,8.0,0,0.07,0,2
21,2.0,5.0,11200,13.92,1,0.34,0,4
23,1.0,7.0,3000,11.49,0,0.07,0,3
23,1.0,2.0,3000,9.25,0,0.07,0,3
23,3.0,2.0,9000,13.57,0,0.27,1,4
25,2.0,4.0,5000,6.54,0,0.15,0,2
24,3.0,4.0,12250,13.11,0,0.37,1,4
24,2.0,6.0,6000,10.59,0,0.18,0,3
24,2.0,7.0,2500,7.14,0,0.07,0,3
25,1.0,4.0,3000,7.9,0,0.07,0,4
24,1.0,8.0,3000,7.49,0,0.07,0,4
24,1.0,1.0,3000,9.99,0,0.07,0,4
22,1.0,3.0,3000,11.99,0,0.07,0,4
24,1.0,0.0,3000,14.61,1,0.08,1,4
24,1.0,4.0,3000,9.32,0,0.07,0,2
21,1.0,5.0,3000,13.67,1,0.08,0,2
25,2.0,9.0,7125,7.51,0,0.21,0,3
22,3.0,1.0,5000,18.25,0,0.15,0,2
24,2.0,3.0,2500,8.9,0,0.07,0,2
23,2.0,8.0,8000,6.99,0,0.24,0,2
22,1.0,3.0,3000,6.62,0,0.06,0,2
21,1.0,2.0,3000,13.92,0,0.06,1,2
26,1.0,8.0,3000,6.76,0,0.06,0,2
22,1.0,0.0,3000,14.79,0,0.06,0,2
25,1.0,0.0,3000,13.47,0,0.06,1,4
21,1.0,2.0,3000,9.76,0,0.06,0,4
26,1.0,4.0,3000,10.14,0,0.06,0,3
25,2.0,1.0,12000,9.99,0,0.36,0,3
22,1.0,1.0,3000,7.88,0,0.06,0,3
25,1.0,5.0,3000,6.03,0,0.06,0,3
26,1.0,0.0,3000,7.49,1,0.07,0,4
23,1.0,1.0,3000,8.49,0,0.06,0,2
23,1.0,4.0,3000,7.66,1,0.07,0,4
23,1.0,0.0,3000,6.91,0,0.06,0,2
22,2.0,7.0,10750,7.88,0,0.32,0,2
23,1.0,4.0,3000,9.62,1,0.07,0,4
22,2.0,6.0,5000,7.14,0,0.15,0,3
26,1.0,8.0,3000,9.88,0,0.06,0,4
22,1.0,6.0,3000,10.99,0,0.06,0,3
24,1.0,1.0,3000,8.9,0,0.06,0,2
24,1.0,8.0,3000,10.65,0,0.06,0,3
24,1.0,1.0,3000,12.68,0,0.06,1,4
24,1.0,8.0,3000,10.59,0,0.06,0,2
22,1.0,0.0,3000,15.62,1,0.07,1,2
23,1.0,1.0,3000,10.37,0,0.06,0,2
22,2.0,4.0,12000,10.65,0,0.36,0,3
23,1.0,0.0,3000,5.99,0,0.06,0,2
25,1.0,1.0,3000,12.99,0,0.06,1,4
22,2.0,6.0,5000,13.85,0,0.15,0,3
22,1.0,6.0,12000,7.49,0,0.25,0,3
26,2.0,9.0,14400,7.88,0,0.43,0,3
23,1.0,1.0,12000,10.25,0,0.25,0,4
25,2.0,2.0,10000,15.31,0,0.3,0,4
23,3.0,4.0,13000,15.31,0,0.38,1,4
23,1.0,6.0,12000,7.42,0,0.25,0,3
23,2.0,2.0,1000,10.59,1,0.03,0,2
25,1.0,9.0,12000,7.14,0,0.24,0,4
24,2.0,8.0,4000,14.91,0,0.12,1,2
25,1.0,3.0,12000,16.77,0,0.24,0,3
21,2.0,2.0,2500,7.88,1,0.07,0,3
22,3.0,0.0,10000,14.96,0,0.29,1,3
21,1.0,0.0,12000,11.71,0,0.24,0,3
23,1.0,0.0,12000,10.59,0,0.24,0,3
24,1.0,3.0,12000,17.14,0,0.24,0,4
